collision,dtc,envelope_id
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,3.479,100
0.0,11.662,100
0.0,-1.0,100
0.0,12.055,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,12.76,100
0.0,14.168,100
0.0,-1.0,100
0.0,12.178,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
1.0,0.0,100
0.0,-1.0,0
0.0,-1.0,0
0.0,-1.0,0
0.0,-1.0,0
0.0,3.479,0
0.0,11.662,0
0.0,-1.0,0
0.0,12.055,0
0.0,-1.0,0
0.0,-1.0,0
0.0,-1.0,0
0.0,-1.0,0
0.0,-1.0,0
0.0,-1.0,0
0.0,12.76,0
0.0,14.168,0
0.0,-1.0,0
0.0,12.178,0
0.0,-1.0,0
0.0,-1.0,0
0.0,-1.0,0
1.0,0.0,0
1.0,0.0,0
0.0,6.743,0
1.0,0.0,0
1.0,0.0,0
0.0,11.909,0
1.0,0.0,0
0.0,11.897,0
0.0,11.795,0
0.0,5.068,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.0,6.302,0
0.0,11.567,0
0.0,4.47,0
0.0,8.618,0
0.0,10.958,0
1.0,0.0,0
0.0,10.982,0
1.0,0.0,0
0.0,11.025,0
0.0,3.12,0
0.0,4.419,0
0.0,8.062,0
0.0,10.124,0
1.0,0.0,0
0.0,7.938,0
1.0,0.0,0
0.0,8.403,0
0.0,9.431,0
1.0,0.0,0
0.0,8.8,0
1.0,0.0,0
0.0,7.782,0
1.0,0.0,0
1.0,0.0,0
0.0,6.246,0
0.0,3.634,0
1.0,0.0,0
1.0,0.0,0
0.0,6.072,0
0.0,10.76,0
1.0,0.0,0
0.0,6.815,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.0,11.06,0
1.0,0.0,0
1.0,0.0,0
0.0,3.674,0
1.0,0.0,0
0.0,8.801,0
1.0,0.0,0
0.0,11.131,0
0.0,5.918,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.0,10.717,0
0.0,10.531,0
0.0,6.755,0
1.0,0.0,0
0.0,7.134,0
0.0,6.625,0
1.0,0.0,0
1.0,0.0,0
0.0,9.899,0
1.0,0.0,0
0.0,6.79,0
0.0,10.666,0
0.0,4.493,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.0,5.599,0
1.0,0.0,0
0.0,2.694,0
0.0,6.323,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.0,12.415,0
0.0,9.709,0
0.0,12.319,0
0.0,12.889,0
1.0,0.0,0
0.0,9.892,0
0.0,1.867,0
1.0,0.0,0
0.0,8.125,0
0.0,10.668,0
1.0,0.0,0
0.0,7.107,0
0.0,4.412,0
0.0,8.944,0
1.0,0.0,0
1.0,0.0,0
0.0,-1.0,100
0.0,-1.0,100
0.0,10.813,100
0.0,-1.0,100
0.0,-1.0,100
0.0,6.681,100
0.0,-1.0,100
0.0,-1.0,100
0.0,13.586,100
0.0,11.829,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,12.748,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,7.229,100
0.0,13.645,100
0.0,-1.0,100
0.0,11.592,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,13.478,100
0.0,12.179,100
0.0,-1.0,100
0.0,2.969,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,8.456,100
0.0,-1.0,100
0.0,-1.0,100
0.0,11.492,100
0.0,13.448,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,9.87,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,11.783,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,11.487,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,11.562,100
0.0,-1.0,100
0.0,12.615,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,12.424,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,12.361,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,4.03,100
0.0,-1.0,100
0.0,10.439,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,4.308,100
1.0,0.0,100
0.0,-1.0,1
0.0,-1.0,1
0.0,10.813,1
0.0,-1.0,1
0.0,-1.0,1
0.0,6.681,1
0.0,-1.0,1
0.0,-1.0,1
0.0,13.586,1
0.0,11.829,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,12.748,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,7.229,1
0.0,13.645,1
0.0,-1.0,1
0.0,11.592,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,13.478,1
0.0,12.179,1
0.0,-1.0,1
0.0,2.969,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,8.456,1
0.0,-1.0,1
0.0,-1.0,1
0.0,11.492,1
0.0,13.448,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,9.87,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,11.783,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,11.487,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,11.562,1
0.0,-1.0,1
0.0,12.615,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,12.424,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,12.361,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,4.03,1
0.0,-1.0,1
0.0,10.439,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,-1.0,1
0.0,4.308,1
1.0,0.0,1
0.0,2.099,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,3.959,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,4.608,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,4.546,1
1.0,0.0,1
0.0,3.754,1
0.0,6.064,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,4.257,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,8.629,1
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,10.346,100
0.0,13.156,100
0.0,10.09,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,14.84,100
0.0,14.438,100
0.0,-1.0,100
0.0,-1.0,100
0.0,10.825,100
0.0,-1.0,100
0.0,-1.0,100
0.0,11.312,100
0.0,-1.0,100
0.0,-1.0,100
0.0,5.007,100
0.0,12.78,100
0.0,-1.0,100
0.0,11.724,100
0.0,-1.0,100
0.0,-1.0,100
0.0,7.59,100
0.0,-1.0,100
0.0,12.411,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,12.582,100
0.0,-1.0,100
0.0,11.871,100
0.0,13.706,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,3.322,100
0.0,4.685,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,6.567,100
0.0,-1.0,100
0.0,-1.0,100
1.0,0.0,100
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,10.346,2
0.0,13.156,2
0.0,10.09,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,14.84,2
0.0,14.438,2
0.0,-1.0,2
0.0,-1.0,2
0.0,10.825,2
0.0,-1.0,2
0.0,-1.0,2
0.0,11.312,2
0.0,-1.0,2
0.0,-1.0,2
0.0,5.007,2
0.0,12.78,2
0.0,-1.0,2
0.0,11.724,2
0.0,-1.0,2
0.0,-1.0,2
0.0,7.59,2
0.0,-1.0,2
0.0,12.411,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,12.582,2
0.0,-1.0,2
0.0,11.871,2
0.0,13.706,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,3.322,2
0.0,4.685,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,-1.0,2
0.0,6.567,2
0.0,-1.0,2
0.0,-1.0,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
0.0,14.201,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
0.0,12.896,2
0.0,14.312,2
1.0,0.0,2
1.0,0.0,2
0.0,14.312,2
0.0,14.312,2
1.0,0.0,2
1.0,0.0,2
0.0,-1.0,2
0.0,14.312,2
1.0,0.0,2
1.0,0.0,2
0.0,13.146,2
0.0,11.368,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
0.0,-1.0,2
1.0,0.0,2
0.0,14.034,2
1.0,0.0,2
0.0,-1.0,2
0.0,10.923,2
1.0,0.0,2
1.0,0.0,2
0.0,-1.0,2
0.0,10.146,2
1.0,0.0,2
1.0,0.0,2
0.0,14.034,2
0.0,10.09,2
0.0,10.09,2
1.0,0.0,2
0.0,11.284,2
1.0,0.0,2
0.0,12.034,2
0.0,10.34,2
1.0,0.0,2
1.0,0.0,2
0.0,9.201,2
1.0,0.0,2
0.0,11.59,2
0.0,9.396,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
1.0,0.0,2
0.0,10.109,2
0.0,10.59,2
0.0,11.396,2
1.0,0.0,2
0.0,14.257,2
1.0,0.0,2
0.0,13.284,2
1.0,0.0,2
0.0,11.84,2
0.0,10.59,2
0.0,8.897,2
1.0,0.0,2
0.0,10.31,2
0.0,10.59,2
0.0,12.368,2
0.0,14.59,2
1.0,0.0,2
1.0,0.0,2
0.0,10.757,2
0.0,13.979,2
1.0,0.0,2
1.0,0.0,2
0.0,-1.0,100
0.0,-1.0,100
0.0,8.09,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,14.055,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,10.966,100
0.0,10.213,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,7.812,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,12.034,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,3.848,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,7.565,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
0.0,-1.0,100
1.0,0.0,100
0.0,-1.0,3
0.0,-1.0,3
0.0,8.09,3
0.0,-1.0,3
0.0,-1.0,3
0.0,-1.0,3
0.0,-1.0,3
0.0,-1.0,3
0.0,-1.0,3
0.0,-1.0,3
0.0,-1.0,3
0.0,-1.0,3
0.0,-1.0,3
0.0,-1.0,3
0.0,-1.0,3
0.0,-1.0,3
0.0,-1.0,3
0.0,14.055,3
0.0,-1.0,3
