dut_speed,dut_decel,dut_dist,foe_speed,foe_dist,envelope_id
19.0,9.3,57.0,32.0,95.0,14
19.0,9.3,55.0,32.0,97.0,14
19.0,9.3,54.0,31.0,97.0,14
19.0,9.0,50.0,33.0,99.0,14
19.0,9.2,52.0,33.0,99.0,14
19.0,9.100000000000001,51.0,33.0,100.0,14
19.0,9.100000000000001,51.0,33.0,99.0,14
19.0,8.9,57.0,32.0,95.0,14
19.0,9.2,57.0,32.0,96.0,14
19.0,9.3,55.0,31.0,96.0,14
19.0,9.3,54.0,31.0,95.0,14
19.0,9.5,56.0,31.0,94.0,14
19.0,9.4,52.0,31.0,93.0,14
19.0,9.3,52.0,31.0,93.0,14
19.0,9.3,52.0,32.0,94.0,14
20.0,9.2,55.0,31.0,97.0,14
20.0,9.100000000000001,52.0,31.0,98.0,14
19.0,9.100000000000001,52.0,31.0,98.0,14
18.0,9.100000000000001,52.0,32.0,98.0,14
19.0,9.0,57.0,31.0,96.0,14
19.0,9.3,56.0,32.0,96.0,14
18.0,9.3,54.0,32.0,95.0,14
18.0,9.3,53.0,31.0,95.0,14
19.0,9.100000000000001,49.0,34.0,95.0,14
18.0,9.100000000000001,50.0,33.0,93.0,14
18.0,9.2,52.0,33.0,94.0,14
18.0,9.2,52.0,33.0,95.0,14
19.0,9.0,57.0,31.0,92.0,14
19.0,9.3,57.0,32.0,95.0,14
19.0,9.3,55.0,32.0,97.0,14
19.0,9.3,54.0,31.0,97.0,14
19.0,9.100000000000001,57.0,31.0,92.0,14
19.0,9.3,56.0,32.0,96.0,14
18.0,9.3,55.0,32.0,97.0,14
18.0,9.2,54.0,31.0,98.0,14
18.0,8.9,56.0,32.0,96.0,14
19.0,9.2,56.0,32.0,96.0,14
19.0,9.3,55.0,31.0,95.0,14
19.0,9.3,55.0,31.0,95.0,14
18.0,9.100000000000001,57.0,31.0,92.0,14
19.0,9.3,56.0,32.0,96.0,14
19.0,9.3,55.0,32.0,97.0,14
19.0,9.2,54.0,31.0,98.0,14
19.0,9.4,56.0,31.0,93.0,14
19.0,9.3,52.0,31.0,93.0,14
19.0,9.3,51.0,31.0,94.0,14
19.0,9.3,52.0,31.0,95.0,14
20.0,9.100000000000001,53.0,33.0,99.0,14
19.0,9.3,53.0,33.0,99.0,14
19.0,9.3,51.0,32.0,100.0,14
19.0,9.2,50.0,34.0,93.0,14
18.0,9.0,49.0,33.0,94.0,14
18.0,9.100000000000001,49.0,33.0,97.0,14
18.0,9.100000000000001,49.0,33.0,98.0,14
19.0,9.100000000000001,56.0,31.0,92.0,14
19.0,9.3,56.0,32.0,95.0,14
18.0,9.3,55.0,32.0,97.0,14
18.0,9.2,54.0,31.0,97.0,14
19.0,9.0,56.0,32.0,92.0,14
19.0,9.3,57.0,32.0,95.0,14
19.0,9.3,55.0,32.0,97.0,14
19.0,9.3,55.0,31.0,97.0,14
18.0,9.100000000000001,55.0,32.0,91.0,14
19.0,9.3,56.0,32.0,95.0,14
19.0,9.3,56.0,32.0,97.0,14
19.0,9.2,55.0,31.0,97.0,14
18.0,9.2,57.0,31.0,96.0,14
19.0,9.3,55.0,32.0,95.0,14
19.0,9.2,52.0,32.0,94.0,14
19.0,9.2,51.0,32.0,93.0,14
18.0,9.0,55.0,32.0,91.0,14
19.0,9.3,56.0,32.0,94.0,14
19.0,9.3,56.0,32.0,96.0,14
19.0,9.3,56.0,31.0,97.0,14
19.0,9.100000000000001,50.0,34.0,94.0,14
19.0,9.100000000000001,49.0,33.0,93.0,14
19.0,9.2,50.0,32.0,94.0,14
19.0,9.3,51.0,32.0,95.0,14
19.0,9.2,48.0,34.0,94.0,14
19.0,9.0,50.0,33.0,94.0,14
19.0,9.0,52.0,33.0,95.0,14
19.0,9.100000000000001,53.0,33.0,95.0,14
19.0,9.100000000000001,54.0,31.0,98.0,14
19.0,9.0,51.0,31.0,96.0,14
19.0,9.0,52.0,31.0,97.0,14
19.0,9.0,53.0,31.0,98.0,14
18.0,8.9,56.0,32.0,95.0,14
19.0,9.2,57.0,32.0,96.0,14
19.0,9.3,55.0,31.0,96.0,14
19.0,9.3,55.0,31.0,95.0,14
20.0,9.2,54.0,31.0,92.0,14
18.0,9.0,53.0,30.0,94.0,14
19.0,9.0,53.0,31.0,92.0,14
20.0,9.100000000000001,54.0,31.0,92.0,14
20.0,9.0,54.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.3,54.0,32.0,94.0,14
20.0,9.3,54.0,31.0,95.0,14
20.0,8.9,51.0,31.0,90.0,14
20.0,9.2,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,92.0,14
20.0,9.4,56.0,31.0,93.0,14
21.0,9.100000000000001,55.0,30.0,90.0,14
20.0,9.3,54.0,32.0,91.0,14
19.0,9.3,54.0,32.0,93.0,14
18.0,9.3,53.0,32.0,93.0,14
19.0,9.3,50.0,31.0,96.0,14
19.0,9.3,53.0,31.0,97.0,14
19.0,9.3,53.0,32.0,96.0,14
19.0,9.3,53.0,32.0,95.0,14
19.0,9.100000000000001,50.0,34.0,94.0,14
18.0,9.100000000000001,49.0,33.0,94.0,14
18.0,9.100000000000001,50.0,33.0,96.0,14
18.0,9.2,51.0,33.0,97.0,14
21.0,9.2,54.0,30.0,89.0,14
20.0,9.3,55.0,32.0,92.0,14
19.0,9.2,55.0,32.0,94.0,14
19.0,9.2,55.0,32.0,95.0,14
21.0,8.9,56.0,31.0,92.0,14
20.0,9.2,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,91.0,14
19.0,9.4,53.0,31.0,91.0,14
21.0,9.0,55.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
19.0,9.4,54.0,32.0,93.0,14
19.0,9.3,54.0,31.0,94.0,14
19.0,9.2,56.0,31.0,89.0,14
20.0,9.3,54.0,32.0,92.0,14
20.0,9.2,52.0,32.0,95.0,14
20.0,9.100000000000001,52.0,31.0,96.0,14
18.0,9.3,51.0,31.0,95.0,14
19.0,9.3,52.0,31.0,97.0,14
19.0,9.3,53.0,32.0,96.0,14
19.0,9.3,53.0,32.0,96.0,14
19.0,9.2,49.0,34.0,94.0,14
18.0,9.100000000000001,50.0,33.0,94.0,14
18.0,9.100000000000001,52.0,33.0,96.0,14
18.0,9.100000000000001,52.0,33.0,96.0,14
20.0,9.0,52.0,31.0,88.0,14
20.0,9.3,54.0,32.0,91.0,14
20.0,9.3,55.0,32.0,94.0,14
20.0,9.3,56.0,31.0,95.0,14
20.0,8.9,52.0,31.0,89.0,14
20.0,9.2,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,93.0,14
19.0,9.4,55.0,31.0,93.0,14
21.0,9.2,52.0,30.0,90.0,14
20.0,9.3,55.0,32.0,91.0,14
19.0,9.3,56.0,32.0,93.0,14
18.0,9.2,56.0,32.0,93.0,14
19.0,9.100000000000001,54.0,31.0,88.0,14
20.0,9.3,55.0,32.0,92.0,14
21.0,9.3,54.0,32.0,94.0,14
21.0,9.3,54.0,31.0,95.0,14
19.0,9.0,55.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,31.0,94.0,14
20.0,9.4,53.0,31.0,94.0,14
20.0,9.100000000000001,56.0,31.0,88.0,14
20.0,9.3,54.0,32.0,92.0,14
20.0,9.3,53.0,32.0,94.0,14
20.0,9.3,52.0,31.0,95.0,14
20.0,9.2,52.0,31.0,88.0,14
20.0,9.3,55.0,32.0,92.0,14
20.0,9.2,56.0,32.0,94.0,14
20.0,9.2,56.0,31.0,95.0,14
21.0,8.9,55.0,31.0,90.0,14
20.0,9.3,55.0,32.0,91.0,14
19.0,9.4,54.0,32.0,92.0,14
19.0,9.4,54.0,31.0,93.0,14
19.0,9.0,56.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,53.0,31.0,93.0,14
20.0,9.4,53.0,31.0,94.0,14
19.0,9.0,54.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.3,54.0,32.0,94.0,14
20.0,9.3,54.0,31.0,95.0,14
21.0,9.100000000000001,55.0,30.0,89.0,14
20.0,9.3,54.0,32.0,92.0,14
19.0,9.3,53.0,32.0,94.0,14
19.0,9.3,53.0,31.0,95.0,14
19.0,9.100000000000001,50.0,34.0,94.0,14
18.0,9.100000000000001,49.0,33.0,94.0,14
18.0,9.2,49.0,33.0,95.0,14
18.0,9.3,49.0,33.0,96.0,14
20.0,9.0,54.0,31.0,88.0,14
20.0,9.3,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,93.0,14
19.0,9.4,55.0,31.0,94.0,14
19.0,9.100000000000001,50.0,34.0,94.0,14
19.0,9.100000000000001,49.0,33.0,94.0,14
19.0,9.2,49.0,33.0,95.0,14
19.0,9.2,49.0,33.0,96.0,14
21.0,9.0,55.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
19.0,9.4,54.0,32.0,93.0,14
19.0,9.4,54.0,31.0,94.0,14
21.0,8.9,53.0,31.0,90.0,14
20.0,9.2,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,92.0,14
19.0,9.4,55.0,31.0,93.0,14
20.0,9.0,55.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,93.0,14
19.0,9.4,53.0,31.0,94.0,14
21.0,9.2,52.0,30.0,92.0,14
20.0,9.3,54.0,32.0,91.0,14
19.0,9.2,56.0,32.0,91.0,14
18.0,9.2,56.0,32.0,91.0,14
19.0,9.100000000000001,49.0,34.0,94.0,14
18.0,9.100000000000001,50.0,33.0,94.0,14
18.0,9.2,51.0,33.0,95.0,14
18.0,9.3,51.0,33.0,95.0,14
20.0,9.100000000000001,53.0,31.0,88.0,14
20.0,9.3,55.0,32.0,92.0,14
20.0,9.3,55.0,32.0,95.0,14
20.0,9.3,55.0,32.0,93.0,14
20.0,9.0,54.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,93.0,14
19.0,9.4,54.0,31.0,94.0,14
21.0,8.9,55.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,93.0,14
19.0,9.4,54.0,31.0,94.0,14
20.0,9.100000000000001,53.0,31.0,88.0,14
20.0,9.3,55.0,32.0,92.0,14
20.0,9.3,55.0,32.0,95.0,14
20.0,9.3,55.0,32.0,93.0,14
21.0,8.9,55.0,31.0,90.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,93.0,14
19.0,9.4,54.0,31.0,93.0,14
20.0,9.2,54.0,31.0,88.0,14
20.0,9.3,54.0,32.0,92.0,14
20.0,9.3,54.0,32.0,95.0,14
20.0,9.2,54.0,31.0,96.0,14
21.0,9.0,52.0,31.0,90.0,14
20.0,9.3,54.0,32.0,91.0,14
19.0,9.4,55.0,32.0,92.0,14
19.0,9.3,56.0,31.0,93.0,14
21.0,9.100000000000001,52.0,30.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
19.0,9.3,56.0,32.0,94.0,14
19.0,9.3,56.0,31.0,94.0,14
19.0,9.2,49.0,34.0,94.0,14
18.0,9.100000000000001,50.0,33.0,94.0,14
18.0,9.100000000000001,52.0,33.0,95.0,14
18.0,9.2,52.0,33.0,96.0,14
20.0,8.8,55.0,31.0,90.0,14
20.0,9.2,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,92.0,14
20.0,9.4,54.0,31.0,93.0,14
20.0,8.9,54.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,93.0,14
20.0,9.4,54.0,31.0,94.0,14
21.0,9.100000000000001,52.0,30.0,91.0,14
20.0,9.3,54.0,32.0,91.0,14
19.0,9.3,56.0,32.0,92.0,14
18.0,9.2,56.0,32.0,92.0,14
19.0,9.100000000000001,50.0,34.0,95.0,14
18.0,9.100000000000001,50.0,33.0,93.0,14
18.0,9.3,50.0,33.0,94.0,14
18.0,9.3,51.0,33.0,94.0,14
20.0,9.0,53.0,31.0,89.0,14
20.0,9.3,54.0,32.0,91.0,14
20.0,9.3,55.0,32.0,93.0,14
19.0,9.3,55.0,31.0,94.0,14
21.0,9.0,55.0,30.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
19.0,9.3,54.0,32.0,94.0,14
19.0,9.3,53.0,31.0,94.0,14
21.0,9.2,56.0,32.0,95.0,14
20.0,9.2,55.0,31.0,97.0,14
19.0,9.3,54.0,31.0,97.0,14
19.0,9.4,54.0,32.0,96.0,14
21.0,9.2,56.0,30.0,90.0,14
20.0,9.3,54.0,32.0,92.0,14
19.0,9.3,53.0,32.0,93.0,14
18.0,9.2,52.0,32.0,94.0,14
20.0,8.8,54.0,31.0,91.0,14
20.0,9.2,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,92.0,14
19.0,9.4,54.0,31.0,92.0,14
19.0,9.100000000000001,54.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
21.0,9.3,54.0,31.0,94.0,14
21.0,9.3,54.0,31.0,95.0,14
20.0,9.100000000000001,55.0,31.0,88.0,14
20.0,9.3,54.0,32.0,92.0,14
20.0,9.3,53.0,32.0,95.0,14
20.0,9.3,53.0,31.0,96.0,14
21.0,9.100000000000001,56.0,30.0,89.0,14
20.0,9.3,54.0,32.0,92.0,14
19.0,9.3,53.0,32.0,94.0,14
19.0,9.3,52.0,32.0,94.0,14
20.0,8.9,56.0,31.0,90.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,92.0,14
19.0,9.4,53.0,31.0,93.0,14
21.0,8.9,52.0,31.0,90.0,14
20.0,9.2,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,92.0,14
19.0,9.4,55.0,31.0,92.0,14
20.0,8.9,55.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,93.0,14
20.0,9.4,53.0,31.0,94.0,14
19.0,9.0,56.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,53.0,31.0,93.0,14
20.0,9.4,53.0,31.0,94.0,14
19.0,8.9,55.0,31.0,90.0,14
20.0,9.2,55.0,32.0,91.0,14
20.0,9.4,54.0,31.0,92.0,14
20.0,9.3,54.0,32.0,92.0,14
19.0,9.0,55.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,31.0,94.0,14
20.0,9.3,53.0,31.0,95.0,14
19.0,9.100000000000001,50.0,34.0,95.0,14
19.0,9.100000000000001,50.0,33.0,93.0,14
19.0,9.2,50.0,32.0,94.0,14
19.0,9.3,51.0,33.0,95.0,14
20.0,9.0,54.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,94.0,14
19.0,9.3,54.0,31.0,95.0,14
20.0,9.100000000000001,56.0,31.0,88.0,14
20.0,9.3,54.0,32.0,92.0,14
20.0,9.3,53.0,32.0,95.0,14
19.0,9.3,53.0,31.0,95.0,14
19.0,9.100000000000001,50.0,34.0,94.0,14
18.0,9.100000000000001,49.0,33.0,94.0,14
18.0,9.2,50.0,32.0,95.0,14
18.0,9.2,51.0,32.0,96.0,14
19.0,9.100000000000001,49.0,34.0,95.0,14
18.0,9.100000000000001,50.0,33.0,93.0,14
18.0,9.2,51.0,33.0,94.0,14
18.0,9.3,51.0,33.0,95.0,14
21.0,9.0,52.0,31.0,90.0,14
20.0,9.3,54.0,32.0,91.0,14
19.0,9.3,56.0,32.0,93.0,14
19.0,9.3,56.0,31.0,93.0,14
21.0,9.0,55.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
19.0,9.4,54.0,32.0,93.0,14
19.0,9.4,54.0,31.0,94.0,14
19.0,8.9,55.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,31.0,93.0,14
20.0,9.4,53.0,31.0,94.0,14
21.0,8.9,53.0,31.0,91.0,14
21.0,9.3,54.0,32.0,91.0,14
19.0,9.4,55.0,32.0,92.0,14
19.0,9.4,55.0,31.0,92.0,14
22.0,9.4,56.0,31.0,90.0,14
21.0,9.5,53.0,30.0,94.0,14
20.0,9.4,52.0,31.0,96.0,14
20.0,9.4,52.0,31.0,96.0,14
20.0,9.0,55.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,93.0,14
19.0,9.4,53.0,31.0,94.0,14
20.0,9.100000000000001,53.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.3,55.0,32.0,94.0,14
20.0,9.3,56.0,31.0,95.0,14
21.0,8.9,53.0,31.0,89.0,14
20.0,9.3,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,93.0,14
19.0,9.4,55.0,31.0,93.0,14
18.0,9.3,50.0,31.0,95.0,14
18.0,9.3,52.0,31.0,97.0,14
19.0,9.3,53.0,31.0,97.0,14
19.0,9.3,53.0,31.0,96.0,14
18.0,9.2,51.0,34.0,94.0,14
19.0,9.100000000000001,49.0,33.0,94.0,14
19.0,9.100000000000001,48.0,33.0,95.0,14
19.0,9.2,48.0,33.0,96.0,14
20.0,9.0,54.0,31.0,88.0,14
20.0,9.3,54.0,32.0,91.0,14
20.0,9.3,55.0,32.0,94.0,14
19.0,9.3,55.0,31.0,95.0,14
19.0,9.2,49.0,34.0,94.0,14
18.0,9.100000000000001,50.0,33.0,94.0,14
19.0,9.100000000000001,52.0,33.0,96.0,14
19.0,9.100000000000001,52.0,33.0,96.0,14
19.0,9.3,52.0,31.0,89.0,14
20.0,9.3,55.0,32.0,92.0,14
20.0,9.100000000000001,56.0,32.0,94.0,14
20.0,9.100000000000001,57.0,31.0,95.0,14
20.0,9.0,53.0,31.0,88.0,14
20.0,9.3,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,93.0,14
19.0,9.3,55.0,31.0,94.0,14
20.0,8.9,53.0,31.0,89.0,14
20.0,9.2,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,93.0,14
20.0,9.4,55.0,31.0,93.0,14
20.0,8.9,52.0,31.0,89.0,14
20.0,9.3,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,93.0,14
19.0,9.4,55.0,31.0,94.0,14
19.0,9.0,53.0,31.0,88.0,14
20.0,9.3,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,94.0,14
20.0,9.3,55.0,31.0,95.0,14
21.0,9.100000000000001,56.0,30.0,91.0,14
20.0,9.3,54.0,32.0,91.0,14
19.0,9.3,53.0,32.0,92.0,14
18.0,9.2,52.0,32.0,93.0,14
20.0,9.0,55.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,94.0,14
20.0,9.3,53.0,31.0,95.0,14
19.0,9.100000000000001,49.0,34.0,95.0,14
18.0,9.100000000000001,50.0,33.0,93.0,14
18.0,9.2,51.0,33.0,94.0,14
18.0,9.3,52.0,33.0,94.0,14
21.0,9.100000000000001,53.0,30.0,90.0,14
20.0,9.3,55.0,32.0,91.0,14
19.0,9.3,55.0,32.0,93.0,14
18.0,9.2,55.0,32.0,94.0,14
20.0,9.2,57.0,30.0,90.0,14
20.0,9.3,53.0,32.0,92.0,14
20.0,9.2,51.0,32.0,94.0,14
20.0,9.100000000000001,50.0,32.0,94.0,14
20.0,9.2,51.0,30.0,89.0,14
20.0,9.3,55.0,32.0,92.0,14
20.0,9.2,56.0,32.0,94.0,14
19.0,9.2,57.0,31.0,95.0,14
20.0,9.100000000000001,55.0,31.0,88.0,14
20.0,9.3,54.0,32.0,92.0,14
20.0,9.3,53.0,32.0,95.0,14
20.0,9.2,53.0,31.0,96.0,14
20.0,9.0,54.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.3,55.0,32.0,94.0,14
19.0,9.3,55.0,31.0,95.0,14
20.0,9.100000000000001,52.0,33.0,99.0,14
19.0,9.3,53.0,33.0,99.0,14
19.0,9.3,52.0,32.0,100.0,14
21.0,9.0,52.0,31.0,91.0,14
20.0,9.3,54.0,32.0,91.0,14
19.0,9.3,55.0,32.0,92.0,14
19.0,9.3,56.0,31.0,92.0,14
20.0,9.2,55.0,30.0,88.0,14
20.0,9.3,54.0,32.0,92.0,14
19.0,9.2,54.0,32.0,95.0,14
19.0,9.2,53.0,32.0,96.0,14
21.0,8.9,52.0,31.0,90.0,14
20.0,9.2,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,92.0,14
19.0,9.4,55.0,31.0,93.0,14
21.0,8.9,54.0,31.0,90.0,14
20.0,9.3,54.0,32.0,91.0,14
19.0,9.4,54.0,32.0,92.0,14
19.0,9.4,54.0,31.0,93.0,14
19.0,9.100000000000001,50.0,34.0,95.0,14
18.0,9.100000000000001,49.0,33.0,93.0,14
18.0,9.3,49.0,33.0,94.0,14
18.0,9.3,50.0,33.0,94.0,14
19.0,8.9,55.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,31.0,93.0,14
20.0,9.4,53.0,31.0,94.0,14
20.0,9.100000000000001,52.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.3,56.0,32.0,94.0,14
20.0,9.2,56.0,31.0,95.0,14
20.0,9.0,55.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,94.0,14
20.0,9.4,54.0,31.0,95.0,14
18.0,9.0,54.0,31.0,98.0,14
19.0,9.2,54.0,32.0,98.0,14
19.0,9.3,53.0,32.0,96.0,14
19.0,9.2,52.0,32.0,96.0,14
19.0,9.0,53.0,33.0,99.0,14
19.0,9.3,53.0,33.0,99.0,14
19.0,9.3,51.0,32.0,99.0,14
19.0,9.3,51.0,32.0,100.0,14
20.0,9.100000000000001,55.0,31.0,88.0,14
20.0,9.3,54.0,32.0,92.0,14
20.0,9.3,54.0,32.0,95.0,14
20.0,9.3,53.0,31.0,96.0,14
19.0,9.2,50.0,34.0,94.0,14
19.0,9.0,50.0,33.0,94.0,14
19.0,9.100000000000001,50.0,33.0,96.0,14
19.0,9.100000000000001,51.0,33.0,97.0,14
19.0,9.0,56.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,53.0,31.0,94.0,14
20.0,9.3,53.0,31.0,94.0,14
21.0,9.100000000000001,55.0,30.0,89.0,14
20.0,9.3,54.0,32.0,92.0,14
19.0,9.3,54.0,32.0,94.0,14
19.0,9.2,53.0,32.0,95.0,14
21.0,9.4,57.0,31.0,90.0,14
21.0,9.5,54.0,30.0,94.0,14
20.0,9.4,52.0,31.0,95.0,14
20.0,9.4,52.0,31.0,95.0,14
21.0,9.0,56.0,31.0,91.0,14
20.0,9.3,55.0,32.0,91.0,14
19.0,9.4,53.0,32.0,92.0,14
19.0,9.4,53.0,31.0,93.0,14
20.0,8.8,55.0,31.0,91.0,14
20.0,9.2,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,92.0,14
20.0,9.4,53.0,31.0,92.0,14
21.0,9.0,53.0,31.0,89.0,14
20.0,9.3,54.0,32.0,91.0,14
19.0,9.4,55.0,32.0,93.0,14
19.0,9.3,55.0,31.0,94.0,14
20.0,8.9,53.0,31.0,89.0,14
20.0,9.2,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,93.0,14
19.0,9.4,55.0,31.0,93.0,14
19.0,9.2,57.0,31.0,89.0,14
20.0,9.3,54.0,32.0,92.0,14
20.0,9.2,52.0,32.0,94.0,14
20.0,9.100000000000001,51.0,31.0,95.0,14
20.0,9.100000000000001,56.0,31.0,88.0,14
20.0,9.3,54.0,32.0,92.0,14
20.0,9.3,53.0,32.0,94.0,14
19.0,9.3,52.0,31.0,95.0,14
19.0,9.0,57.0,31.0,89.0,14
20.0,9.3,54.0,32.0,91.0,14
20.0,9.3,52.0,32.0,94.0,14
20.0,9.3,52.0,31.0,94.0,14
19.0,9.100000000000001,50.0,34.0,94.0,14
18.0,9.100000000000001,49.0,33.0,94.0,14
18.0,9.2,50.0,33.0,95.0,14
18.0,9.3,50.0,33.0,96.0,14
21.0,9.2,52.0,30.0,91.0,14
20.0,9.3,55.0,32.0,91.0,14
19.0,9.3,56.0,32.0,92.0,14
18.0,9.2,56.0,32.0,92.0,14
21.0,9.4,51.0,32.0,92.0,14
20.0,9.5,53.0,31.0,95.0,14
19.0,9.4,55.0,31.0,96.0,14
19.0,9.4,56.0,31.0,95.0,14
20.0,9.2,51.0,30.0,90.0,14
20.0,9.3,55.0,32.0,92.0,14
20.0,9.2,57.0,32.0,93.0,14
19.0,9.100000000000001,57.0,32.0,94.0,14
20.0,9.100000000000001,54.0,31.0,88.0,14
20.0,9.3,54.0,32.0,92.0,14
20.0,9.3,54.0,32.0,95.0,14
19.0,9.3,54.0,31.0,96.0,14
19.0,9.0,55.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,31.0,94.0,14
20.0,9.3,53.0,31.0,95.0,14
20.0,8.9,53.0,31.0,89.0,14
20.0,9.3,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,93.0,14
19.0,9.4,55.0,31.0,94.0,14
20.0,9.0,52.0,31.0,88.0,14
20.0,9.3,54.0,32.0,91.0,14
20.0,9.3,56.0,32.0,94.0,14
20.0,9.3,56.0,31.0,95.0,14
20.0,9.100000000000001,53.0,31.0,88.0,14
20.0,9.3,54.0,32.0,91.0,14
20.0,9.3,55.0,32.0,94.0,14
20.0,9.3,55.0,31.0,95.0,14
19.0,9.100000000000001,56.0,31.0,88.0,14
20.0,9.3,54.0,32.0,92.0,14
20.0,9.3,53.0,32.0,94.0,14
20.0,9.3,52.0,31.0,95.0,14
19.0,9.100000000000001,55.0,31.0,89.0,14
20.0,9.3,54.0,32.0,91.0,14
21.0,9.3,53.0,31.0,94.0,14
21.0,9.3,53.0,31.0,95.0,14
21.0,9.4,57.0,31.0,92.0,14
20.0,9.3,55.0,33.0,91.0,14
21.0,9.4,57.0,32.0,91.0,14
21.0,9.4,57.0,32.0,91.0,14
20.0,8.9,55.0,31.0,90.0,14
20.0,9.2,55.0,32.0,91.0,14
20.0,9.4,54.0,32.0,92.0,14
20.0,9.4,53.0,31.0,93.0,14
20.0,8.9,51.0,31.0,90.0,14
20.0,9.2,54.0,32.0,91.0,14
20.0,9.4,55.0,32.0,92.0,14
20.0,9.4,56.0,31.0,93.0,14
23.0,9.5,55.0,31.0,91.0,14
21.0,9.5,56.0,30.0,94.0,14
20.0,9.4,58.0,30.0,94.0,14
20.0,9.4,59.0,31.0,94.0,14
22.0,9.4,56.0,31.0,88.0,14
21.0,9.5,56.0,30.0,93.0,14
21.0,9.5,57.0,30.0,95.0,14
21.0,9.4,57.0,31.0,96.0,14
20.0,9.0,53.0,31.0,88.0,14
20.0,9.3,54.0,32.0,91.0,14
20.0,9.3,55.0,32.0,94.0,14
20.0,9.3,55.0,31.0,95.0,14
19.0,8.9,55.0,31.0,89.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,54.0,31.0,93.0,14
20.0,9.4,54.0,31.0,94.0,14
20.0,9.0,56.0,31.0,88.0,14
20.0,9.3,55.0,32.0,91.0,14
20.0,9.4,53.0,32.0,94.0,14
20.0,9.3,52.0,31.0,95.0,14
19.0,9.100000000000001,50.0,34.0,95.0,14
18.0,9.100000000000001,50.0,33.0,93.0,14
18.0,9.3,50.0,33.0,93.0,14
18.0,9.3,51.0,33.0,94.0,14
19.0,9.0,51.0,34.0,96.0,14
19.0,9.100000000000001,49.0,33.0,93.0,14
19.0,9.2,49.0,33.0,93.0,14
19.0,9.3,49.0,33.0,94.0,14
23.0,9.3,58.0,31.0,88.0,14
